mail	birthdate	registration	blood_group	company	username	user_id	ssn	residence	name	job	current_location	station_ID
harukasasaki@hotmail.com	2006-11-16	02/12/2019, 00:00:00	B+	合同会社山下通信	ishiikaori	576	305-71-2939		小林 京助		(Decimal('-42.999220'), Decimal('95.733597'))	674
hans-herbert02@googlemail.com		2019/11/27	AB-	Schwital Boucsein GmbH	langefrank-peter	1232	203-52-7443		Egbert Hänel	Fleischer	(Decimal('-67.906042'), Decimal('-41.881809'))	408
franceschidino@hotmail.com		23 Aug 2023	AB-	Caccianemico e figli	scadutopomponio	363	CCCRMN29D02G145F		Lilla Monte	Quantity surveyor	(Decimal('-54.561940'), Decimal('-104.431072'))	695
gyamaguchi@yahoo.com		21 Aug 2024	O-	有限会社井上保険	shota10	1429	892-17-2150		山口 直樹		(Decimal('-64.807646'), Decimal('135.342433'))	228
handrade@gmail.com	1979-11-07	01/07/2021, 00:00:00	B+	da Rocha	otaviocavalcanti	280	26754031808		Sabrina Andrade		(Decimal('65.4519255'), Decimal('134.773807'))	100
satotomoya@yahoo.com		2019/09/14	AB+	合同会社伊藤通信	yoichi85	1392	250-18-2954		斎藤 花子		(Decimal('-66.764083'), Decimal('-166.651440'))	806
gnatzwiltrud@yahoo.de	1957-01-27	10/05/2018, 00:00:00	B+	Geisler	andrew29	172	395-28-7603		Beata Hethur	Augenoptiker	(Decimal('-50.3469385'), Decimal('111.702882'))	382
junkemil@gmail.com	1957-11-27	06/16/2020, 00:00:00	B+	Hövel Schacht OHG mbH	tseifert	879	246-04-9939		Ing. Mikhail Junitz	Fleischer	(Decimal('42.886183'), Decimal('139.812600'))	574
megangarcia@gmail.com		05 Jun 2019	AB+	Rivera, Warner and Barry	brownsamuel	85	171-43-8495		Rachel Thompson		(Decimal('55.324042'), Decimal('160.138070'))	15
ihoffmann@web.de	1966-06-16	2024-03-08	O-	Gute	suse26	106	856-23-5822		Dipl.-Ing. Ilias Neuschäfer B.Sc.		(Decimal('52.250727'), Decimal('116.835962'))	324
hideki82@gmail.com		2020/01/04	AB+	株式会社鈴木通信	sasakiryohei	330	528-71-5273		渡辺 直人	配管工	(Decimal('72.531652'), Decimal('127.916069'))	213
fulviobarcaccia@hotmail.com	1997-05-16	03/13/2020, 00:00:00	AB-	Botticelli, Dalla e Opizzi SPA	zmannoia	1035	DSUNNE74M64C123N		Gioachino Brambilla	Education officer, museum	(Decimal('-75.4561675'), Decimal('-179.031026'))	436
giovannivirgilio@gmail.com		2019-09-21	A-	Beccheria-Scandone Group	guaratocarlo	1898	MRCLLT42H25C488Z		Galasso Ferrucci-Trussardi		(Decimal('79.8457045'), Decimal('-41.060960'))	390
jacobday@gmail.com	1919-01-22	12/23/2022, 00:00:00	AB+	Jacobs, Myers and Walsh	qscott	1417	871-14-6762		Sherry Thompson		(Decimal('-70.727778'), Decimal('15.453012'))	80
fbrown@hotmail.com		2019/08/31	A-	Wilson-Graham	eberry	81	102-60-0338		Matthew Maldonado		(Decimal('8.2463505'), Decimal('-140.070466'))	31
sagerpatric@yahoo.de		02 Dec 2022	O-	Anders Etzold GbR	nschaaf	322	853-32-7391		Kristina Förster-Lübs		(Decimal('-24.8986045'), Decimal('-120.957146'))	742
pollardbryan@hotmail.com	1928-01-20	28 Dec 2023	O-	Hill Inc	jjohnson	891	685-03-8592		Lori Carpenter		(Decimal('48.935757'), Decimal('-152.483848'))	74
bakeramber@hotmail.com	2001-10-31	09/02/2020, 00:00:00	A+	Miller-Bauer	theresa20	14	647-71-5455		Anthony Crosby			484
fscheel@web.de		20 Jun 2019	AB+	Meister Gude e.G.	frieder69	200	144-55-4293		Anni Hein		(Decimal('-74.6308095'), Decimal('137.876864'))	358
manabuinoue@hotmail.com		2018/11/02	O+	有限会社佐々木食品	bsasaki	507	694-07-3870		近藤 くみ子		(Decimal('76.035618'), Decimal('63.724279'))	586
egay@hotmail.com		2019/10/21	A-	Stewart, Knight and Perez	edwardross	136	412-39-3672		Anthony Mack		(Decimal('-14.773426'), Decimal('-24.879894'))	98
gtanaka@gmail.com	1945-12-29	2022-12-14	O-	有限会社松田水産	atsushi01	1912	179-64-4931		中島 稔	バスガイド	(Decimal('88.6130265'), Decimal('-83.435586'))	366
brianbutler@yahoo.com		2022/06/15	B+	Daniel, Cox and Rodriguez	sjuarez	913	249-40-7691		Allison Banks		(Decimal('-83.5752515'), Decimal('1.915098'))	235
antonylima@uol.com.br		2022/08/22	O-	da Mata	cunhaguilherme	664	48759631228		João Felipe Ferreira	Agente de defesa sanitária	(Decimal('-52.5377405'), Decimal('92.704091'))	134
davisjohnny@hotmail.com		11 Jun 2021	AB+	Johnson Inc	nwilliams	2005	177-45-5276		Frank Jenkins		(Decimal('77.7851215'), Decimal('-63.728602'))	541
maria-florpereira@gmail.com	1910-04-20	2022-10-17	AB+	Sousa da Rocha Ltda.	isaacmachado	1549	37469512080		Anthony Mendes		(Decimal('-88.4168035'), Decimal('-1.567587'))	595
zkondo@yahoo.com	1936-03-02	2019/04/22	O+	長谷川銀行合同会社	taichi54	1202	795-89-9159		藤原 拓真	アイドル	(Decimal('-83.532030'), Decimal('-144.504683'))	815
yfoster@gmail.com		2024/02/07	O-	Mendoza Inc	powens	1872	052-97-6168		Kristin Hutchinson		(Decimal('27.0483175'), Decimal('10.487243'))	218
sergioscheibe@gmail.com	1986-08-13	2021-10-17	B-	Jüttner AG	benitadippel	1205	878-33-8156		Isidor Kranz	Chirurgiemechaniker	(Decimal('-17.637374'), Decimal('-78.105798'))	39
athanel@googlemail.com	2024-11-12	10/03/2024, 00:00:00	AB+	Zobel	wulfdoehn	1895	042-30-8867		Walther Kranz		(Decimal('79.614979'), Decimal('-154.640474'))	114
joaquimjesus@bol.com.br	2022-01-01	2021-06-14	A-	Barbosa	hadassaviana	1048	98467035110		Ester Porto		(Decimal('13.9202545'), Decimal('-154.988730'))	736
fonsecamatheus@yahoo.com.br	1976-07-13	2020/11/22	O-	Martins	vianaarthur-miguel	333	93015642898		Davi Lucca Moreira	Gerente de riscos em seguros	(Decimal('-22.1071515'), Decimal('63.440202'))	536
milkapeukert@gmail.com	1910-01-08	2024-08-06	B+	Schlosser	helmar74	137	727-96-5565		Philomena Birnbaum B.Sc.		(Decimal('36.175181'), Decimal('86.268879'))	14
abatantuonohugo@libero.it	1990-02-20	08/17/2024, 00:00:00	AB+	Chiappetta, Vergerio e Savorgnan Group	livia46	1475	SLVLNI84A13D976U		Viridiana Giorgetti		(Decimal('42.269100'), Decimal('87.784696'))	289
rinaldigustavo@yahoo.com		27 Feb 2024	AB-	Ceravolo, Priuli e Pellegrini SPA	fernanda33	863	PZZLMR05T51C372N		Concetta Mattarella		(Decimal('-44.406923'), Decimal('-118.671483'))	361
laszlozimmer@hotmail.de	1988-06-20	02/11/2023, 00:00:00	O+	Wende Hertrampf OHG mbH	johannes49	1503	324-68-4971		Klaudia Winkler	Bankkaufmann	(Decimal('-45.235160'), Decimal('17.437446'))	589
akiratakahashi@gmail.com		2020/06/25	B+	吉田運輸有限会社	tsubasaokamoto	42	253-36-4332		林 翔太	介護ヘルパー	(Decimal('25.4496445'), Decimal('56.340445'))	415
greggiopatrizia@outlook.com		12/24/2022, 00:00:00	O+	Canil, Babati e Taccola Group	orazio72	1302	CRTLDN31B50H109F		Milo Mantegazza		(Decimal('-37.977089'), Decimal('140.723042'))	688
kyosuketanaka@yahoo.com	2023-12-15	2022-11-12	AB+	小川水産合同会社	kana18	274	366-89-3944		佐藤 拓真	高等学校教員	(Decimal('-57.255194'), Decimal('131.260294'))	785
sogawa@gmail.com		2022/09/07	A-	有限会社遠藤農林	maimori	1102	599-29-5430		山本 真綾	グラフィックデザイナー	(Decimal('-85.599881'), Decimal('86.045576'))	176
hmachado@gmail.com		2025/01/06	O-	Lima - EI	maria-helena90	1212	80261493515		Diego Alves		(Decimal('88.470414'), Decimal('92.080861'))	419
rika00@hotmail.com		2019-06-09	B+	山口保険株式会社	katotaro	516	616-42-8505		斉藤 香織		(Decimal('-7.0646385'), Decimal('-98.591590'))	719
dcabibbo@alice.it	2022-04-13	2019/10/05	B-	Babato, Badoglio e Trapani Group	lucaubaldi	1370	DSSDLM76S65L450G		Ricciotti Pedrazzini		(Decimal('-40.1766235'), Decimal('24.916512'))	798
moraesbreno@uol.com.br	1926-09-29	2021/11/15	O-	da Luz S/A	hpeixoto	956	25683471982		Théo Freitas		(Decimal('-34.659508'), Decimal('58.743707'))	164
sbowen@gmail.com	1925-08-18	12/16/2021, 00:00:00	AB+	Bradley, Brandt and Ramos	kenneth24	1997	817-32-6759		Sarah Garza			294
william74@gmail.com	1973-09-15	04 Jan 2021	AB-	Walker, Zimmerman and Casey	herrerathomas	644	250-85-7418		Sara Hernandez		(Decimal('0.868550'), Decimal('115.330182'))	387
eberhardbaum@googlemail.com		2020/10/08	A-	Bolander Gude KG	reinhardtzaenker	968	728-99-7150		Antonia Heß		(Decimal('-9.444228'), Decimal('130.047854'))	143
wgucci@tiscali.it	1984-10-10	06/21/2021, 00:00:00	O-	Boito-Donà s.r.l.	cassandracianciolo	744	LNFNZE02C55C506W		Antonello Vigliotti-Grossi		(Decimal('-71.1446585'), Decimal('96.426362'))	756
ecole@gmail.com		2021/01/26	A-	Velazquez, Perez and Lee	toddcook	1225	361-44-3787		Franklin Good		(Decimal('-54.389307'), Decimal('120.884580'))	220
tda-cruz@gmail.com	1960-06-16	2020/07/26	AB+	da Rocha	lorenzoteixeira	1566	30948215704		Lívia Cavalcante		(Decimal('37.035677'), Decimal('109.186169'))	740
tnogueira@hotmail.com		24 Feb 2021	O-	Montenegro - ME	barbosahenry	1695	08394125689		Sra. Giovanna Araújo		(Decimal('-13.4551525'), Decimal('74.515532'))	418
ddoyle@hotmail.com	1938-03-04	11 Oct 2019	O+	Grimes Inc	michael56	1379	230-35-2540		April Harris	Research officer, trade union	(Decimal('-84.7404415'), Decimal('136.975136'))	446
gary23@gmail.com		2020-02-21	A+	Hill-Adams	joan77	1795	875-56-8115		Robert Jones		(Decimal('32.442753'), Decimal('140.992622'))	591
wtrentin@gmail.com	1997-12-01	2021/03/14	A-	Muratori e figli	gvattimo	573	RSPGDI50E20D787Q		Sig.ra Angelina Ottino	Engineer, biomedical	(Decimal('27.2483835'), Decimal('135.767554'))	9
mmontenegro@uol.com.br		2023-08-15	B+	Teixeira e Filhos	thiagosiqueira	1489	05367412807		Zoe Garcia	Médico cirurgião	(Decimal('-40.569696'), Decimal('-102.014094'))	554
shelleysmith@gmail.com		2019/10/01	A-	Norton and Sons	kevinward	534	754-85-6376		Trevor Snyder		(Decimal('32.154007'), Decimal('167.200175'))	573
smatsumoto@hotmail.com	1978-08-08	2024-11-23	B+	株式会社鈴木鉱業	gfujita	1635	374-17-3610		伊藤 涼平	寿司職人	(Decimal('29.150681'), Decimal('145.644896'))	677
muehlepatrizia@web.de	1951-06-08	2022/05/21	AB+	Hahn GmbH	hliebelt	1779	919-22-7284		Prof. Jonas Säuberlich MBA.		(Decimal('67.7777615'), Decimal('-113.990554'))	499
milanesicecilia@poste.it	1917-05-07	26 Jan 2020	AB-	Modigliani s.r.l.	giosuebajamonti	1474	DNLFBZ74H63E930E		Fiamma Mantegna	Health and safety inspector	(Decimal('25.962537'), Decimal('175.184658'))	488
alexandros60@aol.de		2024-05-28	O-	Müller Loos GmbH	nikolas47	955	697-25-5747		Prof. Aziz Hering		(Decimal('33.3059315'), Decimal('46.048180'))	682
benjamim36@uol.com.br	1987-01-11	17 Dec 2023	O-	Souza	ana32	1551	39508426756		Rodrigo Almeida	Engenheiro de materiais	(Decimal('-9.0433275'), Decimal('-4.777936'))	237
liebeltrebecca@hotmail.de	1913-03-07	13 Feb 2021	B+	Riehl KGaA	insa97	883	702-81-4407		Swantje Oestrovsky	Beamter	(Decimal('10.2099505'), Decimal('-81.083135'))	582
nascimentoluiz-otavio@yahoo.com.br	1977-03-04	2024/12/16	AB+	Guerra	juliaazevedo	898	25896310730		Raul Macedo		(Decimal('45.3816345'), Decimal('-6.384626'))	321
bonniescott@gmail.com	1975-12-13	05 Feb 2019	A+	Thornton, James and Nelson	robert79	789	184-73-2146		Brooke Burton	Patent examiner	(Decimal('-32.0258615'), Decimal('159.543471'))	559
adrianoabate@libero.it	1913-05-24	2021-05-19	A+	Fracci-Sonnino s.r.l.	nvidoni	1550	GGLTTR67L45M369I		Atenulf Malipiero		(Decimal('17.0980815'), Decimal('-102.081791'))	77
sergiusmimun@tim.it	1983-02-22	2023/12/11	A+	Cusano-Borsiere e figli	orlando65	326	BRSPRG91C47F925R		Enzio Sermonti		(Decimal('-9.187111'), Decimal('117.568894'))	661
venancio89@vodafone.it	1983-02-06	23 Oct 2022	A-	Anastasi-Ferraris s.r.l.	amalia34	717	BLLSNT35D51H128U		Maurizio Passalacqua-Brichese		(Decimal('10.659612'), Decimal('-154.707994'))	575
wborges@uol.com.br	1951-04-26	2022/11/16	B-	Cavalcante - ME	nmoraes	573	24796081313		Bárbara da Cunha		(Decimal('-17.2177755'), Decimal('-111.525596'))	772
josenascimento@gmail.com		02 Mar 2021	B+	Moura	lorena15	1472	84130526707		Dr. Breno Mendes		(Decimal('-26.5808605'), Decimal('12.019116'))	41
caldeirakamilly@hotmail.com		08/12/2024, 00:00:00	AB+	Fogaça S/A	thiagonascimento	2043	12084567335		Gael Henrique da Cruz		(Decimal('-54.6102155'), Decimal('-30.614674'))	353
brandon03@yahoo.com	1939-04-05	2020-03-19	O-	Miller-Heath	lisalopez	1805	173-79-4657		Jessica Thomas		(Decimal('15.9710265'), Decimal('112.287493'))	639
hyoshida@gmail.com		28 Mar 2022	O+	合同会社中村運輸	ryoheisuzuki	259	195-96-6622		佐藤 淳		(Decimal('-38.9909135'), Decimal('31.835734'))	271
reuteralexej@yahoo.de	1955-04-17	2021/01/14	O-	Paffrath	vhande	435	280-59-9733		Melissa Biggen	Fachinformatiker	(Decimal('-85.0587165'), Decimal('-37.914472'))	799
beatrice98@gmail.com		2021-01-28	A+	Papafava Group	lucianierika	1587	MZZPLA19C62C954R		Rosario Panatta	Theatre director	(Decimal('42.0272025'), Decimal('52.650433'))	99
vyamada@hotmail.com	1978-06-08	2022-04-29	AB+	株式会社石井運輸	rikayamamoto	485	690-07-9861		前田 篤司		(Decimal('7.5630295'), Decimal('71.500702'))	394
fcardoso@ig.com.br	2012-08-19	2018/12/21	AB+	Gomes - ME	oliver44	559	61984750348		Lorena Sampaio		(Decimal('88.4568755'), Decimal('-2.086214'))	245
minoru24@gmail.com		27 Jan 2024	B-	高橋保険合同会社	ryamamoto	1858	475-56-0823		中島 春香		(Decimal('-36.5446355'), Decimal('88.266841'))	43
tomoyatakahashi@yahoo.com	2011-12-07	2024/05/05	AB-	佐々木銀行株式会社	itomikako	160	542-68-9686		小林 翔太		(Decimal('18.8073955'), Decimal('84.435509'))	785
pgraf@yahoo.de	1991-10-21	2022/02/28	B+	Kabus e.V.	hahnmargaretha	1549	096-62-9630		Amalie Albers B.Sc.			484
jacob70@yahoo.com		29 Apr 2020	AB+	Bonilla, Castro and Mason	lopeztroy	1175	572-57-5130		Susan Perry		(Decimal('-60.996752'), Decimal('125.753215'))	257
raelviana@uol.com.br		06/23/2024, 00:00:00	B-	Souza	hsiqueira	48	23718950405		Sra. Luísa Pacheco		(Decimal('-44.6358305'), Decimal('-37.462058'))	356
vgroettner@aol.de	1917-10-28	09/23/2023, 00:00:00	B-	Lachmann	oplath	699	935-64-3470		Ing. Heinz-Otto Gehringer B.Sc.	Drogist	(Decimal('85.169278'), Decimal('109.676744'))	155
vieiragabriel@bol.com.br	1992-02-21	09/16/2019, 00:00:00	B-	Fernandes S/A	apollomendonca	1025	40879216387		Davi Lucca Albuquerque		(Decimal('-11.245919'), Decimal('163.314817'))	675
juliagoncalves@ig.com.br		2025/08/26	AB+	da Costa	monteirorael	719	36857194084		Emanuel Cardoso		(Decimal('-76.312146'), Decimal('174.802419'))	741
austincarol@yahoo.com		2021/02/01	AB-	Smith, Smith and Alvarez	xcarlson	1389	890-51-0162		Ashley Thomas		(Decimal('-58.977120'), Decimal('3.280310'))	46
miccabruno@outlook.com	2020-07-05	15 May 2020	O+	Canil Group	monacosante	485	PGNGLR10M13H561E		Alina Munari		(Decimal('36.855626'), Decimal('77.415160'))	14
sandra75@poste.it		23 Nov 2024	O-	Vattimo, Lollobrigida e Sagredo e figli	limpastato	663	BRSMLA20S15B522T		Antonia Novaro	Site engineer	(Decimal('-43.7766855'), Decimal('147.352088'))	479
djohann@hotmail.de		02/15/2020, 00:00:00	AB+	Killer AG	beckerdorle	1232	628-74-1181		Mijo Jockel		(Decimal('62.383557'), Decimal('51.637947'))	555
kumiko78@hotmail.com		2025/09/23	B+	加藤ガス有限会社	tsubasatakahashi	343	363-22-9661		鈴木 京助		(Decimal('44.337941'), Decimal('-59.600221'))	118
dallaramilo@tele2.it	2000-01-09	2019-03-07	O+	Capuana, Asprucci e Vianello s.r.l.	xrosmini	1571	PGLTTR31B53M180A		Dott. Vittorio Zoppetto		(Decimal('61.5619925'), Decimal('120.444870'))	491
giulianabixio@hotmail.com	1999-05-05	2024-04-17	O+	Agazzi e figli	tatiana02	846	PSNMRH42S07I278R		Silvestro Monaco	Chief Marketing Officer	(Decimal('6.915413'), Decimal('-113.655200'))	77
thomas97@gmail.com	2012-09-23	01 Dec 2021	AB+	Moura S/A	zmontenegro	21	50628134762		Calebe Pastor	Jardineiro	(Decimal('68.1690335'), Decimal('-58.170033'))	233
judyjohnson@yahoo.com	1992-01-05	2024-01-11	A+	Bray-Hodges	eric00	585	843-50-0365		Sarah Rogers			578
lisa12@yahoo.com		05/24/2019, 00:00:00	A+	James-Gomez	tracybrown	558	200-24-5268		Anthony Brooks			798
dantevisconti@hotmail.it		2019/02/22	O+	Parisi, Altera e Pepe s.r.l.	giampaolo08	1845	TLSFRN80H12B474B		Fiamma Giolitti	Surgeon	(Decimal('29.2812965'), Decimal('-129.982886'))	572
brogner@googlemail.com		22 Oct 2020	O+	Hande OHG mbH	rudolphirmengard	902	157-70-0267		Maik Beckmann B.Sc.		(Decimal('45.5062755'), Decimal('-170.012302'))	287
huebelahmed@gmx.de		08/27/2025, 00:00:00	O+	Oestrovsky	aureliastiebitz	753	847-30-2223		Antoinette Weihmann		(Decimal('-52.7865695'), Decimal('-81.065615'))	820
vianabernardo@hotmail.com		05 Sep 2024	A+	Araújo - EI	raquel77	860	91248567030		Vitor Gabriel Cavalcante		(Decimal('-4.3874625'), Decimal('-44.152919'))	358
nascimentopaulo@uol.com.br		2020/11/15	AB-	Freitas	otto39	494	02648197567		Emanuel da Mata	Vistoriador de sinistros	(Decimal('-25.393423'), Decimal('23.828264'))	91
monteiroryan@bol.com.br	1983-03-26	2022-10-21	B+	da Luz Leão S.A.	hda-cruz	1314	18504927601		Vitor Gabriel Sales	Cobaia Médica	(Decimal('-10.4761995'), Decimal('12.289069'))	17
pvieira@ig.com.br		24 Apr 2021	O-	da Rosa	snogueira	62	68704231562		João Vitor Guerra		(Decimal('-81.032996'), Decimal('-50.172775'))	384
nnakamura@hotmail.com	2019-02-23	01/30/2022, 00:00:00	O-	有限会社斎藤運輸	watanabekumiko	1268	487-07-8004		斎藤 洋介		(Decimal('40.074717'), Decimal('-39.559658'))	686
hertrampfaloisia@yahoo.de	1988-12-26	05/24/2025, 00:00:00	A-	Ritter GmbH	nils16	690	699-71-5697		Necati Wagner		(Decimal('20.594192'), Decimal('-48.004124'))	613
heatherwest@gmail.com	1997-10-15	2023-10-02	B-	Campbell and Sons	onealkelly	579	446-60-7437		Melissa Parks		(Decimal('-83.339122'), Decimal('48.662359'))	531
ogawayasuhiro@gmail.com		2023-12-30	A-	山本建設合同会社	rhashimoto	1528	497-04-8623		山田 篤司	音響技術者	(Decimal('48.170957'), Decimal('-56.723165'))	525
ranieri47@gmail.com	2023-11-12	2021-08-13	B+	Grossi SPA	annamaria38	374	JVRLNI63L24F320H		Marissa Pasqua		(Decimal('24.975909'), Decimal('16.937520'))	580
camilabarbosa@hotmail.com		22 Nov 2021	A-	Moura - EI	leticia54	287	43680791240		Sra. Isabel Pires		(Decimal('-62.005063'), Decimal('60.658953'))	125
dfoscari@vodafone.it		09 Jul 2021	O+	Contrafatto-Conti e figli	iannuccicirillo	359	FRRGNI71P46C482G		Raffaella Venturi	Teacher, secondary school	(Decimal('38.068070'), Decimal('-67.764054'))	677
schenkhenriette@yahoo.de	1952-01-24	2025-07-29	A-	Gertz Rädel AG & Co. KGaA	ilkageisler	2041	861-75-2962		Dipl.-Ing. Burkhard Kostolzin		(Decimal('54.5101635'), Decimal('174.377885'))	724
wolfcichorius@web.de		2019/05/28	O+	Putz Patberg KG	losekannhans-martin	1059	927-36-5401		Dipl.-Ing. Cordula Bolander B.A.		(Decimal('-56.259027'), Decimal('-22.915950'))	213
satomisato@gmail.com		2019/04/05	A-	合同会社吉田農林	tarohayashi	1475	712-64-0861		小林 陽子		(Decimal('-15.4232075'), Decimal('-22.253622'))	178
cgiacometti@live.com	1916-12-02	05/11/2024, 00:00:00	O+	Navarria-Gemito s.r.l.	bassirodolfo	198	TLRCHR23T18B901D		Annamaria Greggio		(Decimal('-23.049649'), Decimal('-6.248001'))	259
tdavis@gmail.com	1914-05-10	2022/09/17	A+	Stevens, Meyers and Phelps	seanmiller	423	609-45-8591		Christopher Ramirez	Production designer, theatre/television/film	(Decimal('20.187851'), Decimal('79.706385'))	309
hernandezandrea@gmail.com	1967-07-02	11 Jul 2022	B-	Fischer-Crane	stevenharris	1120	255-75-3085		Heather Dodson		(Decimal('-9.0245075'), Decimal('-79.645554'))	118
hjensen@gmail.com		2022/08/28	O+	Scott Inc	ktravis	523	123-90-4663		Robert Sanders	Engineer, building services	(Decimal('-1.2543985'), Decimal('-160.942128'))	161
liz99@ig.com.br	1951-10-29	01/08/2020, 00:00:00	O-	Lima	xcaldeira	1517	23170968440		Benicio Albuquerque		(Decimal('41.828823'), Decimal('-149.000449'))	130
luiz-henriquevieira@gmail.com	1960-12-06	2025-02-17	B-	Freitas Nogueira S.A.	rodrigo58	1381	63275409107		Fernando Freitas	Revisor	(Decimal('-39.985064'), Decimal('112.212601'))	193
barbarachiappetta@libero.it		07/28/2019, 00:00:00	O-	Durante, Murialdo e Gelli SPA	dgremese	626	PSCGFR64P58D943N		Michele Maccanelli-Broggini		(Decimal('61.8258125'), Decimal('-21.555507'))	79
flucciano@tin.it		02/06/2019, 00:00:00	O-	Benedetti SPA	gioacchino54	400	MNNLGO74P03E134I		Virginia Villadicani-Cicilia	Loss adjuster, chartered	(Decimal('-58.7993645'), Decimal('149.575270'))	589
ana-sophia45@hotmail.com	1947-08-12	10/29/2018, 00:00:00	A-	Freitas	juliana75	1400	50483762180		Leonardo Oliveira	Pára-quedista	(Decimal('74.6991155'), Decimal('-108.122278'))	78
bernardomontanariello@tin.it	1925-07-19	2018-12-13	B-	Salvo e figli	campisegioachino	996	RSTNGN33C28B484O		Ida Mazzocchi		(Decimal('13.5991895'), Decimal('-92.529144'))	574
lhasegawa@gmail.com	1971-02-12	2020/09/28	O-	株式会社岡田情報	yui39	1487	192-49-0581		山本 洋介			636
gorlitzklothilde@gmail.com		09/07/2023, 00:00:00	AB+	Heser	silvio02	1788	580-37-8376		Adeline Dussen van MBA.		(Decimal('-72.5889225'), Decimal('68.235521'))	146
alanmoore@hotmail.com		16 Mar 2025	B+	Clark-Taylor	bentonjeremy	1678	866-02-4443		Alexis Washington	Systems developer	(Decimal('54.2335345'), Decimal('87.019042'))	409
robbinsmary@yahoo.com		2024/09/06	A+	Jackson, Merritt and Briggs	jonathan97	1480	160-78-1275		Emily Smith			321
hallchristopher@hotmail.com		2019/01/11	B-	Foster, Schultz and Massey	ebernard	1601	623-97-5873		Brandi Berry		(Decimal('29.139988'), Decimal('-66.443988'))	590
stefania84@poste.it	1922-08-30	07 Jun 2025	O+	Proietti, Gangemi e Gentileschi SPA	zpietrangeli	1639	VVLMRA77B13I053E		Rosario Micheletti	Multimedia specialist	(Decimal('75.395997'), Decimal('17.710524'))	39
